1128508766 2005.10.05 R77-M0-N0 I:J18 U11 2005-10-05-03.39.26.795835 R77-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508766 2005.10.05 R77-M0-N0 I:J18 U01 2005-10-05-03.39.26.878734 R77-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508766 2005.10.05 R77-M0-NC I:J18 U11 2005-10-05-03.39.26.980648 R77-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M0-NC I:J18 U01 2005-10-05-03.39.27.100072 R77-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M1-N4 I:J18 U11 2005-10-05-03.39.27.207483 R77-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M1-N4 I:J18 U01 2005-10-05-03.39.27.320605 R77-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M0-N8 I:J18 U11 2005-10-05-03.39.27.440386 R77-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M0-N8 I:J18 U01 2005-10-05-03.39.27.560274 R77-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M1-N0 I:J18 U11 2005-10-05-03.39.27.680231 R77-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M1-N0 I:J18 U01 2005-10-05-03.39.27.793888 R77-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508767 2005.10.05 R77-M0-N4 I:J18 U11 2005-10-05-03.39.27.925823 R77-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128508768 2005.10.05 R77-M0-N4 I:J18 U01 2005-10-05-03.39.28.049264 R77-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
